From date can not be less than employee's joining date,La date de début ne peut pas être antérieure à la date d'embauche de l'employé,
Fuel Price,Prix du carburant,
Fuel Qty,Qté de carburant,
Full-time,Plein temps,
Future dates not allowed,Les dates futures ne sont pas autorisées,
Get Details From Declaration,Obtenir les détails de la déclaration,
Get Employees,Rechercher les employés,
Gross Pay,Salaire brut,
Guest,Invité,
Half Day,Demi-journée,
Half Day Date is mandatory,La date de la demi-journée est obligatoire,
Half Day Date should be between From Date and To Date,La date de la demi-journée doit être comprise entre la date de début et la date de fin,
Half Day Date should be in between Work From Date and Work End Date,La date de la demi-journée doit être comprise entre la date de début du travail et la date de fin du travail,
Half day date should be in between from date and to date,La date de la demi-journée doit être comprise entre la date de début et la date de fin,
Hello,Bonjour,
House rent paid days overlapping with {0},Jours de loyer payés en chevauchement avec {0},
House rented dates required for exemption calculation,Dates de location requises pour le calcul de l'exonération,
House rented dates should be atleast 15 days apart,Les dates de location doivent être espacées d'au moins 15 jours,
Interest Amount,Montant des intérêts,
Intern,Stagiaire,
Job Description,Description de poste,
Job Offer,Offre d'emploi,
Jobs,Emplois,
Leave Approval Notification,Notification d'approbation de congé,
Leave Blocked,Congé bloqué,
Leave Encashment,Rachat de congés,
Leave Status Notification,Notification de statut de congé,
Leave Type,Type de congé,
Leave Type is madatory,Le type de congé est obligatoire,
Leave Type {0} cannot be allocated since it is leave without pay,Le type de congé {0} ne peut pas être alloué car il s'agit d'un congé sans solde,
Leave Type {0} cannot be carry-forwarded,Le type de congé {0} ne peut pas être reporté,
Leave Type {0} is not encashable,Le type de congé {0} n'est pas monnayable,
Leave Without Pay,Congé sans solde,
"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Le congé ne peut pas être alloué avant le {0}, car le solde de congés a déjà été reporté dans l'enregistrement d'allocation de congés futurs {1}",
"Leave cannot be applied/cancelled before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Le congé ne peut pas être demandé/annulé avant le {0}, car le solde de congés a déjà été reporté dans l'enregistrement d'allocation de congés futurs {1}",
Leave of type {0} cannot be longer than {1},Un congé de type {0} ne peut pas durer plus de {1} jours,
Leaves,Congés,
Leaves Allocated Successfully for {0},Congés alloués avec succès pour {0},
Leaves per Year,Congés par an,
Lifecycle,Cycle de vie,
Mark Attendance,Marquer la présence,
Max Exemption Amount cannot be greater than maximum exemption amount {0} of Tax Exemption Category {1},Le montant maximal d'exonération ne peut pas être supérieur au montant maximal d'exonération {0} de la catégorie d'exonération fiscale {1},
Max benefits should be greater than zero to dispense benefits,Les avantages sociaux maximaux doivent être supérieurs à zéro pour être distribués,
Maximum amount eligible for the component {0} exceeds {1},Le montant maximum éligible pour le composant {0} dépasse {1},
Maximum benefit amount of component {0} exceeds {1},Le montant maximal de l'avantage du composant {0} dépasse {1},
Maximum benefit amount of employee {0} exceeds {1},Le montant maximal de l'avantage de l'employé {0} dépasse {1},
Maximum leave allowed in the leave type {0} is {1},La durée maximale de congé autorisée pour le type de congé {0} est de {1} jours,
Medical,Médical,
Mode of payment is required to make a payment,Un mode de paiement est requis pour effectuer un paiement,
More than one selection for {0} not allowed,Plus d'une sélection pour {0} n'est pas autorisée,
Net Pay,Salaire net,
Net Pay cannot be less than 0,Le salaire net ne peut pas être inférieur à 0,
Net Salary Amount,Montant du salaire net,
Net pay cannot be negative,Le salaire net ne peut pas être négatif,
No Employee Found,Aucun employé trouvé,
No Salary Structure assigned for Employee {0} on given date {1},Aucune structure salariale assignée à l'employé {0} à la date {1},
No Staffing Plans found for this Designation,Aucun plan de recrutement trouvé pour cette désignation,
No active or default Salary Structure found for employee {0} for the given dates,Aucune structure salariale active ou par défaut trouvée pour l'employé {0} pour les dates données,
No more updates,Aucune autre mise à jour,
No replies from,Pas de réponse de,
No salary slip found to submit for the above selected criteria OR salary slip already submitted,Aucun bulletin de paie trouvé à soumettre pour les critères sélectionnés OU bulletin de paie déjà soumis,
Nothing to change,Rien à modifier,
Notice Period,Période de préavis,
Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,Seules les demandes de congé avec le statut 'Approuvée' ou 'Rejetée' peuvent être soumises,
Optional Holiday List not set for leave period {0},La liste de jours fériés optionnels n'est pas définie pour la période de congé {0},
Part-time,Temps partiel,
Password policy for Salary Slips is not set,La politique de mot de passe pour les bulletins de paie n'est pas définie,
Payment Days,Jours de paiement,
Payment of {0} from {1} to {2},Paiement de {0} du {1} au {2},
Payroll,Paie,
Payroll Number,Numéro de paie,
Piecework,Travail à la pièce,
Please add the remaining benefits {0} to any of the existing component,Veuillez ajouter les avantages restants {0} à l'un des composants existants,
Please confirm once you have completed your training,Veuillez confirmer une fois votre formation terminée,
Please enable default incoming account before creating Daily Work Summary Group,Veuillez activer le compte de réception par défaut avant de créer un groupe de récapitulatif du travail quotidien,
Please select Company and Designation,Veuillez sélectionner la société et la désignation,
Please select Employee,Veuillez sélectionner un employé,
Please select a csv file,Veuillez sélectionner un fichier CSV,
Please set default template for Leave Approval Notification in HR Settings.,Veuillez définir le modèle par défaut pour la notification d'approbation de congé dans les paramètres RH.,
Please set default template for Leave Status Notification in HR Settings.,Veuillez définir le modèle par défaut pour la notification de statut de congé dans les paramètres RH.,
Please set the Company,Veuillez définir la société,
Please set the Date Of Joining for employee {0},Veuillez définir la date d'embauche de l'employé {0},
Please share your feedback to the training by clicking on 'Training Feedback' and then 'New',Veuillez partager vos commentaires sur la formation en cliquant sur 'Feedback de formation' puis 'Nouveau',
Please update your status for this training event,Veuillez mettre à jour votre statut pour cet événement de formation,
Present,Présent,
Preview Salary Slip,Aperçu du bulletin de paie,
Privilege Leave,Congé payé,
Probation,Période d'essai,
Probationary Period,Période probatoire,
Property,Propriété,
Property already added,Propriété déjà ajoutée,
Replies,Réponses,
Responsibilities,Responsabilités,
Role,Rôle,
Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},Ligne {0}# Le montant alloué {1} ne peut pas être supérieur au montant non réclamé {2},
Row {0}# Paid Amount cannot be greater than requested advance amount,Ligne {0}# Le montant payé ne peut pas être supérieur au montant de l'avance demandée,
Salary Slip ID,ID du bulletin de paie,
Salary Slip of employee {0} already created for this period,Le bulletin de paie de l'employé {0} a déjà été créé pour cette période,
Salary Slip of employee {0} already created for time sheet {1},Le bulletin de paie de l'employé {0} a déjà été créé pour la feuille de temps {1},
Salary Structure Assignment for Employee already exists,L'affectation de structure salariale pour l'employé existe déjà,
Salary Structure Missing,Structure salariale manquante,
Salary Structure not found for employee {0} and date {1},Structure salariale introuvable pour l'employé {0} et la date {1},
Salary Structure should have flexible benefit component(s) to dispense benefit amount,La structure salariale doit avoir un ou plusieurs composants d'avantages flexibles pour distribuer le montant de l'avantage,
"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.","Le salaire a déjà été traité pour la période du {0} au {1}. La période de demande de congé ne peut pas se situer dans cet intervalle de dates.",
Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,Le montant approuvé ne peut pas être supérieur au montant réclamé à la ligne {0}.,
Score must be less than or equal to 5,Le score doit être inférieur ou égal à 5,
Select Property,Sélectionner la propriété,
Select an employee to get the employee advance.,Sélectionnez un employé pour recevoir l'avance.,
Service Expense,Frais de service,
Show Employee,Afficher l'employé,
Show Salary Slip,Afficher le bulletin de paie,
Sick Leave,Congé maladie,
"Skipping Salary Structure Assignment for the following employees, as Salary Structure Assignment records already exists against them. {0}","Ignorer l'affectation de la structure salariale pour les employés suivants, car des enregistrements d'affectation de structure salariale existent déjà pour eux. {0}",
Staffing Plan {0} already exist for designation {1},Le plan de recrutement {0} existe déjà pour la désignation {1},
"Start and end dates not in a valid Payroll Period, cannot calculate {0}","Les dates de début et de fin ne sont pas dans une période de paie valide, impossible de calculer {0}",
"Start and end dates not in a valid Payroll Period, cannot calculate {0}.","Les dates de début et de fin ne sont pas dans une période de paie valide, impossible de calculer {0}.",
Stock Options,Options d'achat d'actions,
Structures have been assigned successfully,Les structures ont été assignées avec succès,
Submit Proof,Soumettre une preuve,
Submit Salary Slip,Soumettre le bulletin de paie,
Submit this to create the Employee record,Soumettez pour créer la fiche de l'employé,
Submitting Salary Slips...,Soumission des bulletins de paie...,
Team Updates,Mises à jour de l'équipe,
Thank you,Merci,
The day(s) on which you are applying for leave are holidays. You need not apply for leave.,Le(s) jour(s) pour le(s)quel(s) vous demandez un congé sont des jours fériés. Vous n'avez pas besoin de demander de congé.,
There are more holidays than working days this month.,Il y a plus de jours fériés que de jours ouvrables ce mois-ci.,
There is no leave period in between {0} and {1},Il n'y a pas de période de congé entre le {0} et le {1},
This is based on the attendance of this Employee,Ceci est basé sur la présence de cet employé,
This will submit Salary Slips and create accrual Journal Entry. Do you want to proceed?,Ceci soumettra les bulletins de paie et créera une écriture de journal de régularisation. Voulez-vous continuer ?,
To date can not be equal or less than from date,La date de fin ne peut pas être égale ou antérieure à la date de début,
To date can not be less than from date,La date de fin ne peut pas être antérieure à la date de début,
To date can not greater than employee's relieving date,La date de fin ne peut pas être postérieure à la date de départ de l'employé,
Total Absent,Total des absences,
Total Deduction,Déduction totale,
Total Leaves,Total des congés,
Total Present,Total des présences,
Total advance amount cannot be greater than total sanctioned amount,Le montant total de l'avance ne peut pas être supérieur au montant total approuvé,
Total flexible benefit component amount {0} should not be less than max benefits {1},Le montant total du composant d'avantage flexible {0} ne doit pas être inférieur aux avantages maximaux {1},
Total leaves allocated is mandatory for Leave Type {0},Le total des congés alloués est obligatoire pour le type de congé {0},
Total working hours should not be greater than max working hours {0},Le nombre total d'heures de travail ne doit pas dépasser le nombre maximal d'heures de travail {0},
Training,Formation,
Training Event,Événement de formation,
Training Events,Événements de formation,
Training Feedback,Feedback de formation,
Training Result,Résultat de la formation,
Travel,Voyage,
Update Response,Mettre à jour la réponse,
Value missing,Valeur manquante,
Variable,Variable,
Walk In,Candidature spontanée,
Warning: Leave application contains following block dates,Attention : La demande de congé contient les dates de blocage suivantes,
Website Listing,Annonce sur le site web,
Work Summary for {0},Résumé du travail pour {0},
You are not authorized to approve leaves on Block Dates,Vous n'êtes pas autorisé à approuver des congés sur des dates bloquées,
You are not present all day(s) between compensatory leave request days,Vous n'êtes pas présent toute la journée entre les jours de demande de congé compensatoire,
You can only submit Leave Encashment for a valid encashment amount,Vous ne pouvez soumettre un rachat de congés que pour un montant de rachat valide,
{0} already allocated for Employee {1} for period {2} to {3},{0} déjà alloué pour l'employé {1} pour la période du {2} au {3},
{0} applicable after {1} working days,{0} applicable après {1} jours ouvrables,
{0} is not in Optional Holiday List,{0} n'est pas dans la liste des jours fériés optionnels,
{0} is not in a valid Payroll Period,{0} n'est pas dans une période de paie valide,
{0} must be submitted,{0} doit être soumis,
"{0}: Employee email not found, hence email not sent","{0} : E-mail de l'employé non trouvé, l'e-mail n'a donc pas été envoyé",
{0}: From {0} of type {1},{0} : De {0} de type {1},
Conditions,Conditions,
Percent,Pourcentage,
Error in some rows,Erreur dans certaines lignes,
Benefit,Avantage,
Shift,Quart,
Importing {0} of {1},Importation de {0} sur {1},
'employee_field_value' and 'timestamp' are required.,'employee_field_value' et 'timestamp' sont requis.,
Allocation Expired!,Allocation expirée !,
Attendance Marked,Présence marquée,
Attendance has been marked as per employee check-ins,La présence a été marquée selon les pointages des employés,
Date Range,Plage de dates,
Event Link,Lien de l'événement,
Expire Allocation,Faire expirer l'allocation,
Fuel Expense,Frais de carburant,
Intermediate,Intermédiaire,
Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,La demande de congé est liée aux allocations de congé {0}. La demande de congé ne peut pas être définie comme congé sans solde,
Log Type is required for check-ins falling in the shift: {0}.,Le type de journal est requis pour les pointages effectués pendant le quart de travail : {0}.,
No Employee found for the given employee field value. '{}': {},Aucun employé trouvé pour la valeur du champ employé donnée. '{}': {},
No Leaves Allocated to Employee: {0} for Leave Type: {1},Aucun congé alloué à l'employé : {0} pour le type de congé : {1},
Only expired allocation can be cancelled,Seule l'allocation expirée peut être annulée,
Only users with the {0} role can create backdated leave applications,Seuls les utilisateurs avec le rôle {0} peuvent créer des demandes de congé antidatées,
Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically,La politique de mot de passe ne peut pas contenir d'espaces ni de traits d'union simultanés. Le format sera restructuré automatiquement,
Please enter the designation,Veuillez saisir la désignation,
There are no vacancies under staffing plan {0},Il n'y a pas de postes vacants dans le plan de recrutement {0},
This employee already has a log with the same timestamp.{0},Cet employé a déjà un enregistrement avec le même horodatage.{0},
Timing,Horaire,
To date needs to be before from date,La date de fin doit être antérieure à la date de début,
Total Early Exits,Total des sorties anticipées,
Total Late Entries,Total des entrées tardives,
Training Event:,Événement de formation :,
Unable to find Salary Component {0},Impossible de trouver le composant de salaire {0},
Unmarked Attendance for days,Présences non marquées sur plusieurs jours,
Vacancies cannot be lower than the current openings,Le nombre de postes vacants ne peut pas être inférieur au nombre d'ouvertures actuelles,
{} is an invalid Attendance Status.,{} est un statut de présence invalide.,
Printed On,Imprimé le,
No employee found,Aucun employé trouvé,
Please setup Employee Naming System in Human Resource > HR Settings,Veuillez configurer le système de nommage des employés dans Ressources Humaines > Paramètres RH,
Please setup numbering series for Attendance via Setup > Numbering Series,Veuillez configurer la série de numérotation pour les présences via Configuration > Série de numérotation,
Current Odometer Value should be greater than Last Odometer Value {0},La valeur actuelle de l'odomètre doit être supérieure à la dernière valeur de l'odomètre {0},
No additional expenses has been added,Aucune dépense supplémentaire n'a été ajoutée,
{0} already exists for employee {1} and period {2},{0} existe déjà pour l'employé {1} et la période {2},
Leaves Allocated,Congés alloués,
Leave Without Pay does not match with approved {} records,Le congé sans solde ne correspond pas aux enregistrements {} approuvés,
Income Tax Slab not set in Salary Structure Assignment: {0},Tranche d'imposition sur le revenu non définie dans l'affectation de la structure salariale : {0},
Income Tax Slab: {0} is disabled,Tranche d'imposition sur le revenu : {0} est désactivée,
Income Tax Slab must be effective on or before Payroll Period Start Date: {0},La tranche d'imposition sur le revenu doit prendre effet au plus tard à la date de début de la période de paie : {0},
No leave record found for employee {0} on {1},Aucun enregistrement de congé trouvé pour l'employé {0} le {1},
Row {0}: {1} is required in the expenses table to book an expense claim.,Ligne {0} : {1} est requis dans le tableau des dépenses pour enregistrer une note de frais.,
Set the default account for the {0} {1},Définir le compte par défaut pour le {0} {1},
(Half Day),(Demi-journée),
Income Tax Slab,Tranche d'imposition sur le revenu,
Row #{0}: Cannot set amount or formula for Salary Component {1} with Variable Based On Taxable Salary,Ligne n°{0} : Impossible de définir le montant ou la formule pour le composant de salaire {1} avec une variable basée sur le salaire imposable,
Repay From Salary can be selected only for term loans,Le remboursement à partir du salaire ne peut être sélectionné que pour les prêts à terme,
Salary Component Account,Compte de composant de salaire,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Le compte bancaire / de caisse par défaut sera automatiquement mis à jour dans l'écriture de journal de salaire lorsque ce mode est sélectionné.,
Result,Résultat,
Total Score,Score total,
Joining Date,Date d'embauche,
Publish on website,Publier sur le site web,
Application Status,Statut de la candidature,
IN,Entrée,
Remind Before,Rappeler avant,
Reminded,Rappelé,
Additional Salary,Salaire supplémentaire,
HR-ADS-.YY.-.MM.-,HR-ADS-.AA.-.MM.-,
Salary Component,Composant de salaire,
Overwrite Salary Structure Amount,Remplacer le montant de la structure de salaire,
Deduct Full Tax on Selected Payroll Date,Déduire l'impôt complet à la date de paie sélectionnée,
Payroll Date,Date de paie,
Salary Component Type,Type de composant de salaire,
Appointment Letter,Lettre de nomination,
Appointment Date,Date de nomination,
Appointment Letter Template,Modèle de lettre de nomination,
Closing Notes,Notes de clôture,
Appointment Letter content,Contenu de la lettre de nomination,
Appraisal,Évaluation,
HR-APR-.YY.-.MM.,HR-APR-.AA.-.MM.,
For Employee Name,Pour le nom de l'employé,
Goals,Objectifs,
Total Score (Out of 5),Score total (sur 5),
"Any other remarks, noteworthy effort that should go in the records.","Toute autre remarque, effort notable qui devrait être consigné dans les dossiers.",
Appraisal Goal,Objectif d'évaluation,
Key Responsibility Area,Domaine de responsabilité clé,
Weightage (%),Pondération (%),
Score (0-5),Score (0-5),
Score Earned,Score obtenu,
Appraisal Template Title,Titre du modèle d'évaluation,
Appraisal Template Goal,Objectif du modèle d'évaluation,
KRA,KRA,
Key Performance Area,Domaine de performance clé,
HR-ATT-.YYYY.-,HR-ATT-.AAAA.-,
On Leave,En congé,
Work From Home,Télétravail,
Leave Application,Demande de congé,
Attendance Date,Date de présence,
Attendance Request,Demande de présence,
Late Entry,Entrée tardive,
Early Exit,Sortie anticipée,
Half Day Date,Date de la demi-journée,
On Duty,En service,
Explanation,Explication,
Compensatory Leave Request,Demande de congé compensatoire,
Leave Allocation,Allocation de congés,
Worked On Holiday,Travaillé un jour férié,
Work From Date,Date de début de travail,
Work End Date,Date de fin de travail,
Email Sent To,E-mail envoyé à,
Select Users,Sélectionner des utilisateurs,
Send Emails At,Envoyer les e-mails à,
Reminder,Rappel,
Daily Work Summary Group User,Utilisateur du groupe de récapitulatif de travail quotidien,
email,e-mail,
Department Approver,Approbateur du département,
Approver,Approbateur,
Designation Skill,Compétence pour le poste,
Skill,Compétence,
Leave Policy,Politique de congés,
Salary Details,Détails du salaire,
HR-EAD-.YYYY.-,HR-EAD-.AAAA.-,
Claimed,Réclamé,
Employee Attendance Tool,Outil de gestion de la présence des employés,
Unmarked Attendance,Présence non marquée,
Employees HTML,Employés (HTML),
Marked Attendance,Présence marquée,
Marked Attendance HTML,Présence marquée (HTML),
Employee Benefit Application,Demande d'avantages sociaux,
Max Benefits (Yearly),Avantages max (annuel),
Remaining Benefits (Yearly),Avantages restants (annuel),
Payroll Period,Période de paie,
Dispensed Amount (Pro-rated),Montant versé (au prorata),
Employee Benefit Application Detail,Détail de la demande d'avantages sociaux,
Earning Component,Composant de revenu,
Pay Against Benefit Claim,Payer sur demande d'avantage,
Max Benefit Amount,Montant maximal de l'avantage,
Employee Benefit Claim,Demande d'avantage social,
Claim Date,Date de la demande,
Claim Benefit For,Demander un avantage pour,
Max Amount Eligible,Montant maximum éligible,
Expense Proof,Justificatif de dépense,
Employee Boarding Activity,Activité d'intégration de l'employé,
Activity Name,Nom de l'activité,
Required for Employee Creation,Requis pour la création de l'employé,
Applicable in the case of Employee Onboarding,Applicable en cas d'intégration de l'employé,
Employee Checkin,Pointage de l'employé,
Log Type,Type de pointage,
OUT,SORTIE,
Location / Device ID,Emplacement / ID de l'appareil,
Skip Auto Attendance,Ignorer la présence automatique,
Shift Start,Début de quart,
Shift End,Fin de quart,
Shift Actual Start,Début réel du quart,
Shift Actual End,Fin réelle du quart,
Default Salary Structure,Structure de salaire par défaut,
Employee Health Insurance,Assurance maladie de l'employé,
Health Insurance Name,Nom de l'assurance maladie,
Employee Incentive,Prime pour l'employé,
Incentive Amount,Montant de la prime,
Employee Onboarding,Intégration de l'employé,
Notify users by email,Notifier les utilisateurs par e-mail,
Employee Onboarding Template,Modèle d'intégration de l'employé,
Employee Other Income,Autre revenu de l'employé,
Employee Promotion,Promotion de l'employé,
Promotion Date,Date de promotion,
Employee Promotion Details,Détails de la promotion de l'employé,
Employee Property History,Historique des biens de l'employé,
Employee Separation,Départ de l'employé,
Employee Separation Template,Modèle de départ de l'employé,
Exit Interview Summary,Résumé de l'entretien de départ,
Employee Skill,Compétence de l'employé,
Proficiency,Niveau de compétence,
Evaluation Date,Date d'évaluation,
Employee Skill Map,Cartographie des compétences de l'employé,
Employee Skills,Compétences de l'employé,
Trainings,Formations,
Employee Tax Exemption Category,Catégorie d'exonération fiscale de l'employé,
Max Exemption Amount,Montant maximal d'exonération,
Employee Tax Exemption Declaration,Déclaration d'exonération fiscale de l'employé,
Declarations,Déclarations,
Total Declared Amount,Montant total déclaré,
Total Exemption Amount,Montant total de l'exonération,
Employee Tax Exemption Declaration Category,Catégorie de déclaration d'exonération fiscale de l'employé,
Exemption Sub Category,Sous-catégorie d'exonération,
Exemption Category,Catégorie d'exonération,
Maximum Exempted Amount,Montant maximal exonéré,
Declared Amount,Montant déclaré,
Employee Tax Exemption Proof Submission,Soumission de justificatif d'exonération fiscale de l'employé,
Submission Date,Date de soumission,
Tax Exemption Proofs,Justificatifs d'exonération fiscale,
Total Actual Amount,Montant réel total,
Employee Tax Exemption Proof Submission Detail,Détail de la soumission de justificatif d'exonération fiscale de l'employé,
Maximum Exemption Amount,Montant maximal d'exonération,
Type of Proof,Type de justificatif,
Actual Amount,Montant réel,
Employee Tax Exemption Sub Category,Sous-catégorie d'exonération fiscale de l'employé,
Tax Exemption Category,Catégorie d'exonération fiscale,
Employee Training,Formation de l'employé,
Training Date,Date de la formation,
Employee Transfer,Mutation de l'employé,
Transfer Date,Date de mutation,
Employee Transfer Details,Détails de la mutation de l'employé,
Employee Transfer Detail,Détail de la mutation de l'employé,
Re-allocate Leaves,Réattribuer les congés,
Create New Employee Id,Créer un nouvel ID employé,
New Employee ID,Nouvel ID employé,
HR-EXP-.YYYY.-,HR-EXP-.AAAA.-,
Expense Taxes and Charges,Taxes et frais sur dépenses,
Total Sanctioned Amount,Montant total approuvé,
Total Advance Amount,Montant total de l'avance,
Total Claimed Amount,Montant total demandé,
Total Amount Reimbursed,Montant total remboursé,
Vehicle Log,Journal de bord du véhicule,
Employees Email Id,Adresses e-mail des employés,
More Details,Plus de détails,
Expense Claim Account,Compte de note de frais,
Expense Claim Advance,Avance sur note de frais,
Expense Claim Detail,Détail de la note de frais,
Expense Date,Date de la dépense,
Expense Claim Type,Type de note de frais,
HR Settings,Paramètres RH,
Employee Settings,Paramètres des employés,
Expense Approver Mandatory In Expense Claim,Approbateur de dépenses obligatoire dans la note de frais,
Payroll Settings,Paramètres de la paie,
Leave,Congé,
Max working hours against Timesheet,Heures de travail max par feuille de temps,
Include holidays in Total no. of Working Days,Inclure les jours fériés dans le nombre total de jours ouvrables,
"If checked, Total no. of Working Days will include holidays, and this will reduce the value of Salary Per Day","Si coché, le nombre total de jours ouvrables inclura les jours fériés, ce qui réduira la valeur du salaire par jour",
"If checked, hides and disables Rounded Total field in Salary Slips","Si coché, masque et désactive le champ du total arrondi dans les bulletins de paie",
The fraction of daily wages to be paid for half-day attendance,La fraction du salaire journalier à payer pour une présence d'une demi-journée,
Email Salary Slip to Employee,Envoyer le bulletin de paie à l'employé par e-mail,
Emails salary slip to employee based on preferred email selected in Employee,Envoie le bulletin de paie à l'employé en fonction de l'e-mail préféré sélectionné dans la fiche Employé,
Encrypt Salary Slips in Emails,Chiffrer les bulletins de paie dans les e-mails,
"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.","Le bulletin de paie envoyé par e-mail à l'employé sera protégé par un mot de passe, qui sera généré en fonction de la politique de mots de passe.",
Password Policy,Politique de mot de passe,
<b>Example:</b> SAL-{first_name}-{date_of_birth.year} <br>This will generate a password like SAL-Jane-1972,<b>Exemple :</b> SAL-{prénom}-{année_de_naissance} <br>Ceci générera un mot de passe comme SAL-Jane-1972,
Leave Approval Notification Template,Modèle de notification d'approbation de congé,
Leave Status Notification Template,Modèle de notification de statut de congé,
Role Allowed to Create Backdated Leave Application,Rôle autorisé à créer une demande de congé antidatée,
Leave Approver Mandatory In Leave Application,Approbateur de congé obligatoire dans la demande de congé,
Show Leaves Of All Department Members In Calendar,Afficher les congés de tous les membres du département dans le calendrier,
Auto Leave Encashment,Rachat de congés automatique,
Hiring Settings,Paramètres de recrutement,
Check Vacancies On Job Offer Creation,Vérifier les postes vacants à la création d'une offre d'emploi,
Identification Document Type,Type de pièce d'identité,
Effective from,Date d'effet,
Allow Tax Exemption,Autoriser l'exonération fiscale,
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Si activé, la déclaration d'exonération fiscale sera prise en compte dans le calcul de l'impôt sur le revenu.",
Standard Tax Exemption Amount,Montant de l'exonération fiscale standard,
Taxable Salary Slabs,Tranches de salaire imposable,
Taxes and Charges on Income Tax,Taxes et frais sur l'impôt sur le revenu,
Other Taxes and Charges,Autres taxes et frais,
Income Tax Slab Other Charges,Autres frais de la tranche d'imposition sur le revenu,
Min Taxable Income,Revenu imposable minimum,
